frame_idx,FirstFrame_sim,EndFrame_sim
0,0.2491,0.1036
1,0.2705,0.1208
2,0.2561,0.1046
3,0.2577,0.1064
4,0.2546,0.1002
5,0.2665,0.1104
6,0.2508,0.0946
7,0.2656,0.1079
8,0.2409,0.0848
9,0.2565,0.1039
10,0.2476,0.0924
11,0.2605,0.1065
12,0.2550,0.1052
13,0.2433,0.1039
0,0.1899,0.0724
1,0.1905,0.0824
2,0.1905,0.0842
3,0.1918,0.0829
4,0.1900,0.0816
5,0.1903,0.0825
6,0.1908,0.0809
7,0.1913,0.0815
8,0.1887,0.0784
0,0.0286,-0.0922
9,0.1934,0.0814
1,0.1520,-0.0043
10,0.1941,0.0806
2,0.1455,0.0013
11,0.1962,0.0822
3,0.1508,0.0101
12,0.1978,0.0837
4,0.1415,0.0113
13,0.1961,0.0737
5,0.1413,0.0110
6,0.1405,0.0107
7,0.1493,0.0177
8,0.1471,0.0214
9,0.1461,0.0208
10,0.1479,0.0236
11,0.1519,0.0226
12,0.1490,0.0235
13,0.0433,-0.0616
0,0.1087,0.0331
1,0.0804,0.0318
2,0.0831,0.0300
3,0.0841,0.0276
4,0.0852,0.0261
5,0.0887,0.0261
6,0.0858,0.0248
0,0.1171,0.0357
7,0.0867,0.0244
1,0.2366,0.1208
8,0.0859,0.0230
2,0.2327,0.1154
9,0.0836,0.0219
3,0.2336,0.1122
10,0.0840,0.0219
4,0.2314,0.1114
11,0.0826,0.0230
5,0.2426,0.1193
12,0.0697,0.0208
6,0.2404,0.1229
13,0.1078,0.0273
7,0.2480,0.1253
8,0.2483,0.1258
9,0.2566,0.1297
10,0.2549,0.1343
11,0.2598,0.1365
12,0.2605,0.1392
13,0.1583,0.0688
0,-0.0206,0.0116
1,-0.1282,-0.0822
2,-0.0505,-0.0304
3,-0.0977,-0.0558
4,-0.0323,-0.0153
5,-0.1494,-0.0912
6,-0.0166,-0.0002
7,-0.1485,-0.0983
8,-0.0104,0.0018
9,-0.1072,-0.0616
10,-0.0196,-0.0031
11,-0.1443,-0.0933
12,-0.0203,-0.0020
13,0.0057,0.0272
0,0.0868,-0.1303
1,0.1129,-0.1420
2,0.0865,-0.1512
3,0.0921,-0.1491
4,0.0770,-0.1420
5,0.1108,-0.1367
6,0.0714,-0.1385
7,0.0952,-0.1451
8,0.0686,-0.1427
9,0.0836,-0.1439
10,0.0651,-0.1408
11,0.1084,-0.1370
12,0.0689,-0.1402
13,0.0973,-0.1380
0,0.9584,1.1118
1,0.9238,1.0742
2,0.6802,0.8511
3,0.8710,0.9645
4,0.6642,0.8196
5,0.8925,0.9767
6,0.6933,0.8326
7,0.8543,0.9566
8,0.6364,0.7998
9,0.8049,0.9022
10,0.6036,0.7862
11,0.8219,0.9048
12,0.5259,0.7496
13,0.9752,1.0483
0,0.4099,0.5433
1,0.5637,0.6616
2,0.4127,0.6097
3,0.4857,0.6319
4,0.3876,0.6024
5,0.5346,0.6552
6,0.4349,0.6260
7,0.5225,0.6407
8,0.4148,0.6043
9,0.4337,0.5918
10,0.3616,0.5685
11,0.5165,0.6195
12,0.3047,0.5119
13,0.4404,0.5305
0,-0.0608,0.1034
1,-0.0572,0.1121
2,0.0151,0.0987
3,-0.0366,0.1116
4,-0.0034,0.0974
5,-0.0409,0.1240
6,0.0113,0.1041
7,-0.0296,0.1257
8,0.0082,0.1032
9,-0.0199,0.1165
10,0.0467,0.1117
0,0.0162,-0.0964
11,-0.0124,0.1246
1,0.1521,-0.0028
12,0.0698,0.1078
2,0.1454,0.0025
13,-0.0826,0.0888
3,0.1503,0.0103
4,0.1415,0.0112
5,0.1406,0.0110
6,0.1399,0.0107
7,0.1492,0.0181
8,0.1462,0.0212
9,0.1461,0.0206
10,0.1473,0.0236
11,0.1508,0.0228
12,0.1476,0.0233
13,0.0454,-0.0555
0,0.2860,0.3834
1,0.2921,0.3924
2,0.2584,0.3730
3,0.2707,0.3838
4,0.2661,0.3920
5,0.2997,0.4104
6,0.2816,0.4080
7,0.3269,0.4400
8,0.3059,0.4276
9,0.3054,0.4132
10,0.2410,0.3627
11,0.3424,0.4606
12,0.2815,0.4026
13,0.2958,0.3965
0,0.1294,0.0450
1,0.2368,0.1191
2,0.2306,0.1133
3,0.2312,0.1101
4,0.2304,0.1114
5,0.2429,0.1189
6,0.2398,0.1199
7,0.2491,0.1254
8,0.2446,0.1217
9,0.2585,0.1308
0,0.0791,0.0762
10,0.2545,0.1333
1,0.0588,0.0757
11,0.2592,0.1342
2,0.0313,0.0457
12,0.2595,0.1379
3,0.0482,0.0688
13,0.1687,0.0710
4,-0.0041,0.0283
5,0.0339,0.0598
6,-0.0323,0.0188
7,0.0473,0.0664
8,-0.0290,0.0199
9,0.0396,0.0663
10,-0.0162,0.0435
11,0.0473,0.0913
12,-0.0015,0.0320
13,0.0621,0.0506
0,-0.0087,0.0137
1,-0.1420,-0.0934
2,-0.0474,-0.0295
3,-0.1015,-0.0608
4,-0.0274,-0.0136
5,-0.1466,-0.0906
6,-0.0088,0.0023
0,0.2781,0.2407
7,-0.1418,-0.0980
1,0.2538,0.2205
8,-0.0124,-0.0013
2,0.2777,0.2278
9,-0.0936,-0.0533
3,0.2483,0.2080
10,-0.0126,-0.0007
4,0.2557,0.2076
11,-0.1393,-0.0904
5,0.2555,0.2145
12,-0.0191,-0.0010
6,0.2521,0.2071
13,0.0195,0.0349
7,0.2458,0.2053
8,0.2776,0.2226
9,0.2437,0.2048
10,0.2688,0.2288
11,0.2575,0.2122
12,0.3131,0.2662
13,0.2729,0.2369
0,0.0846,-0.1367
1,0.1195,-0.1351
2,0.0870,-0.1507
3,0.0957,-0.1460
4,0.0800,-0.1448
5,0.1135,-0.1343
6,0.0770,-0.1384
7,0.1018,-0.1398
8,0.0750,-0.1378
9,0.0830,-0.1431
0,0.1551,0.0833
10,0.0702,-0.1417
1,0.1857,0.0932
11,0.1139,-0.1309
2,0.1853,0.1012
12,0.0721,-0.1391
